metric,measure,point_index,abstention,risk,aurc
coverage_true,differential_entropy_total,0,0.0,0.6783108514493963,0.7611766301479944
coverage_true,differential_entropy_total,1,0.990000000000002,0.6750949135634517,0.7611766301479944
coverage_true,differential_entropy_total,2,1.980000000000004,0.6718140138634471,0.7611766301479944
coverage_true,differential_entropy_total,3,2.969999999999995,0.6684661639273713,0.7611766301479944
coverage_true,differential_entropy_total,4,3.959999999999997,0.6650492933449662,0.7611766301479944
coverage_true,differential_entropy_total,5,4.949999999999999,0.6615612454479567,0.7611766301479944
coverage_true,differential_entropy_total,6,5.940000000000001,0.6579997727706359,0.7611766301479944
coverage_true,differential_entropy_total,7,6.930000000000003,0.6543625322207344,0.7611766301479944
coverage_true,differential_entropy_total,8,7.920000000000005,0.650647079938765,0.7611766301479944
coverage_true,differential_entropy_total,9,8.909999999999997,0.6468508658221453,0.7611766301479944
coverage_true,differential_entropy_total,10,9.899999999999999,0.6429712276883126,0.7611766301479944
coverage_true,differential_entropy_total,11,10.89,0.6390053850487565,0.7611766301479944
coverage_true,differential_entropy_total,12,11.880000000000003,0.6349504324633728,0.7611766301479944
coverage_true,differential_entropy_total,13,12.870000000000005,0.6308033324417553,0.7611766301479944
coverage_true,differential_entropy_total,14,13.859999999999994,0.6265609078549791,0.7611766301479944
coverage_true,differential_entropy_total,15,14.849999999999996,0.6222198338180344,0.7611766301479944
coverage_true,differential_entropy_total,16,15.839999999999998,0.6177766289993272,0.7611766301479944
coverage_true,differential_entropy_total,17,16.830000000000002,0.6132276463094997,0.7611766301479944
coverage_true,differential_entropy_total,18,17.820000000000004,0.6085690629172404,0.7611766301479944
coverage_true,differential_entropy_total,19,18.810000000000006,0.6037968695346293,0.7611766301479944
coverage_true,differential_entropy_total,20,19.799999999999997,0.5989068589089064,0.7611766301479944
coverage_true,differential_entropy_total,21,20.79,0.5938946134512311,0.7611766301479944
coverage_true,differential_entropy_total,22,21.78,0.5887554919259749,0.7611766301479944
coverage_true,differential_entropy_total,23,22.770000000000003,0.5834846151162436,0.7611766301479944
coverage_true,differential_entropy_total,24,23.760000000000005,0.5780768503725764,0.7611766301479944
coverage_true,differential_entropy_total,25,24.750000000000007,0.5725267949419662,0.7611766301479944
coverage_true,differential_entropy_total,26,25.739999999999995,0.5668287579633813,0.7611766301479944
coverage_true,differential_entropy_total,27,26.729999999999997,0.5609767410036636,0.7611766301479944
coverage_true,differential_entropy_total,28,27.72,0.5549644169938596,0.7611766301479944
coverage_true,differential_entropy_total,29,28.71,0.5487851074104908,0.7611766301479944
coverage_true,differential_entropy_total,30,29.700000000000003,0.5424317575287569,0.7611766301479944
coverage_true,differential_entropy_total,31,30.689999999999994,0.5358969095548891,0.7611766301479944
coverage_true,differential_entropy_total,32,31.679999999999996,0.5291726734225276,0.7611766301479944
coverage_true,differential_entropy_total,33,32.67,0.5222506950126959,0.7611766301479944
coverage_true,differential_entropy_total,34,33.660000000000004,0.5204321733211417,0.7611766301479944
coverage_true,differential_entropy_total,35,34.650000000000006,0.5277888526792462,0.7611766301479944
coverage_true,differential_entropy_total,36,35.64000000000001,0.5353718562314004,0.7611766301479944
coverage_true,differential_entropy_total,37,36.629999999999995,0.543191791250073,0.7611766301479944
coverage_true,differential_entropy_total,38,37.62,0.5512599383773857,0.7611766301479944
coverage_true,differential_entropy_total,39,38.61,0.5595883059202726,0.7611766301479944
coverage_true,differential_entropy_total,40,39.6,0.5681896894852604,0.7611766301479944
coverage_true,differential_entropy_total,41,40.59,0.5770777375757267,0.7611766301479944
coverage_true,differential_entropy_total,42,41.58,0.5862670238589203,0.7611766301479944
coverage_true,differential_entropy_total,43,42.56999999999999,0.59577312690758,0.7611766301479944
coverage_true,differential_entropy_total,44,43.56,0.6056127183339213,0.7611766301479944
coverage_true,differential_entropy_total,45,44.55,0.6158036603648461,0.7611766301479944
coverage_true,differential_entropy_total,46,45.540000000000006,0.6263651140597669,0.7611766301479944
coverage_true,differential_entropy_total,47,46.53,0.6373176595503854,0.7611766301479944
coverage_true,differential_entropy_total,48,47.519999999999996,0.6486834298899258,0.7611766301479944
coverage_true,differential_entropy_total,49,48.51,0.6604862603435134,0.7611766301479944
coverage_true,differential_entropy_total,50,49.5,0.6727518552386477,0.7611766301479944
coverage_true,differential_entropy_total,51,50.495000000000005,0.6855736945538214,0.7611766301479944
coverage_true,differential_entropy_total,52,51.485,0.6988530741698679,0.7611766301479944
coverage_true,differential_entropy_total,53,52.47500000000001,0.7126857030576608,0.7611766301479944
coverage_true,differential_entropy_total,54,53.465,0.7271068912061786,0.7611766301479944
coverage_true,differential_entropy_total,55,54.455,0.7421550187011468,0.7611766301479944
coverage_true,differential_entropy_total,56,55.445,0.7578718768086168,0.7611766301479944
coverage_true,differential_entropy_total,57,56.435,0.7743030555646075,0.7611766301479944
coverage_true,differential_entropy_total,58,57.42499999999999,0.7914983854406652,0.7611766301479944
coverage_true,differential_entropy_total,59,58.41499999999999,0.8095124420969222,0.7611766301479944
coverage_true,differential_entropy_total,60,59.404999999999994,0.8284051249923566,0.7611766301479944
coverage_true,differential_entropy_total,61,60.394999999999996,0.8482423227756323,0.7611766301479944
coverage_true,differential_entropy_total,62,61.385,0.8690966810305092,0.7611766301479944
coverage_true,differential_entropy_total,63,62.375,0.8910484912281011,0.7611766301479944
coverage_true,differential_entropy_total,64,63.365,0.9141867238138804,0.7611766301479944
coverage_true,differential_entropy_total,65,64.355,0.9386102334516961,0.7611766301479944
coverage_true,differential_entropy_total,66,65.345,0.9644291708512454,0.7611766301479944
coverage_true,differential_entropy_total,67,66.335,0.9917666437045625,0.7611766301479944
coverage_true,differential_entropy_total,68,67.325,0.9999371242649155,0.7611766301479944
coverage_true,differential_entropy_total,69,68.315,0.9999371242649155,0.7611766301479944
coverage_true,differential_entropy_total,70,69.30499999999999,0.9999371242649155,0.7611766301479944
coverage_true,differential_entropy_total,71,70.295,0.9999371242649155,0.7611766301479944
